"TOA5","Fisher711","CR350","10463","CR350.Std.01.07","CPU:Fisher711_20250709.CRB","19807","FisherMet"
"TIMESTAMP","RECORD","PTemp_C_Max","AirTC_Avg","AirTC_Std","RH","BV_BP_Avg","SlrW_Avg","CS320_Angle_Avg","Rain_mm_Tot"
"2025-07-12 01:00:00",219,23.97,29.24,0.053,62.43,1015.351,1.919,2.222,0
"2025-07-12 01:15:00",220,23.96,29.04,0.078,62.89,1015.372,-0.818,2.199,0
"2025-07-12 01:30:00",221,23.96,28.79,0.119,63.32,1015.474,-1.154,2.198,0
"2025-07-12 01:45:00",222,23.96,28.45,0.078,65.38,1015.781,-1.122,2.243,0
"2025-07-12 02:00:00",223,23.95,28.2,0.054,66.31,1016.046,-1.103,2.27,0
"2025-07-12 02:15:00",224,23.96,28.07,0.057,67.2,1016.251,-1.058,2.24,0
"2025-07-12 02:30:00",225,23.95,27.75,0.134,68,1016.411,-1.208,2.299,0
"2025-07-12 02:45:00",226,23.93,27.48,0.02,68.43,1016.611,-0.985,2.313,0
"2025-07-12 03:00:00",227,23.93,27.46,0.023,69.39,1016.771,-0.958,2.28,0
"2025-07-12 03:15:00",228,23.93,27.36,0.123,70.39,1016.907,-1.11,2.304,0
"2025-07-12 03:30:00",229,23.93,26.98,0.083,73.08,1017.064,-1.071,2.325,0
"2025-07-12 03:45:00",230,23.93,26.84,0.05,74.04,1017.262,-0.947,2.348,0
"2025-07-12 04:00:00",231,23.9,26.67,0.039,74.68,1017.376,-0.958,2.349,0
"2025-07-12 04:15:00",232,23.9,26.55,0.06,74.55,1017.421,-1.003,2.34,0
"2025-07-12 04:30:00",233,23.9,26.44,0.051,75.25,1017.506,-0.991,2.372,0
"2025-07-12 04:45:00",234,23.91,26.37,0.051,75.41,1017.594,-0.915,2.352,0
"2025-07-12 05:00:00",235,23.91,26.27,0.117,76.26,1017.766,-0.947,2.36,0
"2025-07-12 05:15:00",236,23.83,26.16,0.045,76.7,1017.751,-0.904,2.318,0
"2025-07-12 05:30:00",237,23.85,25.94,0.086,78.21,1017.746,-1.166,2.299,0
"2025-07-12 05:45:00",238,23.85,25.66,0.101,79.01,1017.651,-1.402,2.275,0
"2025-07-12 06:00:00",239,23.84,25.52,0.057,79.21,1017.469,-1.372,2.324,0
"2025-07-12 06:15:00",240,23.85,25.32,0.04,79.96,1017.172,-1.577,2.322,0
"2025-07-12 06:30:00",241,23.84,25.21,0.072,80.5,1017.046,-1.624,2.31,0
"2025-07-12 06:45:00",242,23.83,24.98,0.068,81,1016.891,-1.799,2.336,0
"2025-07-12 07:00:00",243,23.85,25.04,0.039,80.4,1016.851,-1.656,2.289,0
"2025-07-12 07:15:00",244,23.87,25.02,0.076,80.8,1016.851,-1.727,2.323,0
"2025-07-12 07:30:00",245,23.86,24.78,0.037,82.5,1016.851,-1.75,2.361,0
"2025-07-12 07:45:00",246,23.72,24.6,0.071,84.9,1016.929,-1.945,2.314,0
"2025-07-12 08:00:00",247,23.68,24.43,0.035,84,1017.109,-1.951,2.269,0
"2025-07-12 08:15:00",248,23.68,24.38,0.019,84.8,1017.229,-2.073,2.32,0
"2025-07-12 08:30:00",249,23.72,24.29,0.035,84.5,1017.159,-1.98,2.313,0
"2025-07-12 08:45:00",250,23.71,24.3,0.035,84.4,1017.151,-2.052,2.298,0
"2025-07-12 09:00:00",251,23.72,24.2,0.169,86.2,1017.171,-2.237,2.293,0
"2025-07-12 09:15:00",252,23.71,23.79,0.04,86.7,1017.252,-2.384,2.334,0
"2025-07-12 09:30:00",253,23.7,23.71,0.048,87,1017.351,-2.22,2.371,0
"2025-07-12 09:45:00",254,23.72,23.69,0.041,86.4,1017.351,-2.107,2.337,0
"2025-07-12 10:00:00",255,23.74,23.66,0.02,87.2,1017.446,-0.565,2.357,0
"2025-07-12 10:15:00",256,23.66,23.63,0.027,87.8,1017.531,4.161,2.332,0
"2025-07-12 10:30:00",257,23.66,23.59,0.036,86.9,1017.536,13.32,2.329,0
"2025-07-12 10:45:00",258,23.67,23.64,0.021,87.6,1017.551,46.46,2.259,0
"2025-07-12 11:00:00",259,23.58,23.87,0.166,84.6,1017.477,84.3,2.121,0
"2025-07-12 11:15:00",260,23.52,24.04,0.05,84.5,1017.486,122,1.932,0
"2025-07-12 11:30:00",261,23.48,24.51,0.16,82.8,1017.577,159,1.627,0
"2025-07-12 11:45:00",262,23.47,24.95,0.096,81.6,1017.626,197.8,1.551,0
"2025-07-12 12:00:00",263,23.49,25.37,0.188,79.2,1017.551,241.7,1.54,0
"2025-07-12 12:15:00",264,23.45,25.62,0.083,79.56,1017.586,286,1.591,0
"2025-07-12 12:30:00",265,23.46,26.39,0.284,75.72,1017.607,332.9,1.577,0
"2025-07-12 12:45:00",266,23.47,27.22,0.236,71.09,1017.744,374.2,1.581,0
"2025-07-12 13:00:00",267,23.49,27.64,0.146,69.4,1017.751,417.2,1.637,0
"2025-07-12 13:15:00",268,23.55,28.25,0.247,64.12,1017.704,464.1,1.597,0
"2025-07-12 13:30:00",269,23.58,29.12,0.106,61.87,1017.731,508.2,1.585,0
"2025-07-12 13:45:00",270,23.61,29.44,0.226,59.13,1017.811,547.2,1.577,0
"2025-07-12 14:00:00",271,23.61,29.95,0.109,58.04,1017.794,589.3,1.596,0
"2025-07-12 14:15:00",272,23.7,30.16,0.124,57.01,1017.784,628.3,1.6,0
"2025-07-12 14:30:00",273,23.84,30.38,0.114,56.11,1017.764,668,1.584,0
"2025-07-12 14:45:00",274,24,30.63,0.253,53.17,1017.851,709.5,1.554,0
"2025-07-12 15:00:00",275,24.04,30.92,0.183,52.43,1017.824,735.9,1.562,0
"2025-07-12 15:15:00",276,24.03,31.21,0.218,52.01,1017.791,684,1.57,0
"2025-07-12 15:30:00",277,24.1,31.83,0.126,49.85,1017.797,658.8,1.504,0
"2025-07-12 15:45:00",278,24.1,31.27,0.117,51.21,1017.709,674.7,1.669,0
"2025-07-12 16:00:00",279,23.99,31.66,0.114,48.98,1017.624,772,1.581,0
"2025-07-12 16:15:00",280,23.87,31.87,0.134,50.69,1017.651,673.8,1.609,0
"2025-07-12 16:30:00",281,23.82,31.92,0.447,47.55,1017.657,908,1.593,0
"2025-07-12 16:45:00",282,23.77,32.72,0.206,46.95,1017.459,907,1.542,0
"2025-07-12 17:00:00",283,23.72,32.62,0.243,45.73,1017.301,957,1.529,0
"2025-07-12 17:15:00",284,23.67,32.83,0.186,46.38,1017.162,741.2,1.604,0
"2025-07-12 17:30:00",285,23.66,32.66,0.181,49.32,1017.059,793.7,1.64,0
"2025-07-12 17:45:00",286,23.67,32.81,0.164,47.96,1016.944,895,1.597,0
"2025-07-12 18:00:00",287,23.67,32.88,0.215,47.65,1016.756,954,1.566,0
"2025-07-12 18:15:00",288,23.67,33.11,0.176,46.95,1016.592,963,1.593,0
"2025-07-12 18:30:00",289,23.67,33.42,0.211,45.26,1016.432,856,1.586,0
"2025-07-12 18:45:00",290,23.65,33.41,0.239,46.5,1016.312,762.3,1.591,0
"2025-07-12 19:00:00",291,23.65,33.11,0.109,46.69,1016.126,445.7,1.669,0
"2025-07-12 19:15:00",292,23.66,32.94,0.12,45.65,1015.837,740.5,1.74,0
"2025-07-12 19:30:00",293,23.67,33.59,0.537,43.09,1015.651,870,1.618,0
"2025-07-12 19:45:00",294,23.84,34.42,0.303,41.64,1015.576,817,1.579,0
"2025-07-12 20:00:00",295,23.85,34.06,0.476,44.51,1015.444,624.9,1.666,0
"2025-07-12 20:15:00",296,23.81,33.3,0.237,46.48,1015.384,392.9,1.754,0
"2025-07-12 20:30:00",297,23.79,33.01,0.158,45.41,1015.189,686.2,1.762,0
"2025-07-12 20:45:00",298,23.8,33.42,0.258,45.58,1015.222,408.9,1.763,0
"2025-07-12 21:00:00",299,23.81,32.98,0.135,47,1015.329,203.7,1.734,0
"2025-07-12 21:15:00",300,23.82,33.09,0.155,46.63,1015.351,458.9,1.727,0
"2025-07-12 21:30:00",301,23.85,32.74,0.151,47.63,1015.351,410.5,1.798,0
"2025-07-12 21:45:00",302,23.89,32.87,0.128,47.13,1015.247,393.7,1.738,0
"2025-07-12 22:00:00",303,23.9,32.68,0.286,48.52,1015.212,314.9,1.777,0
"2025-07-12 22:15:00",304,23.93,31,0.807,54.47,1015.444,173.1,1.96,0
"2025-07-12 22:30:00",305,23.97,29.48,0.08,51.28,1015.541,148.1,1.997,0
"2025-07-12 22:45:00",306,23.97,29.93,0.215,44.62,1015.494,109.2,2.066,0
"2025-07-12 23:00:00",307,24.01,30.75,0.246,44.89,1015.324,115,1.968,0
"2025-07-12 23:15:00",308,24.02,30.84,0.126,49.7,1015.347,89.5,1.95,0
"2025-07-12 23:30:00",309,24.02,30.76,0.104,50.36,1015.451,87.7,1.984,0
"2025-07-12 23:45:00",310,24.03,30.84,0.063,52.31,1015.592,80.6,1.988,0
"2025-07-13 00:00:00",311,24.04,30.62,0.084,54.2,1015.651,61.05,2.026,0
"2025-07-13 00:15:00",312,24.03,30.4,0.051,56.05,1015.532,37.68,2.154,0
"2025-07-13 00:30:00",313,24.06,30.14,0.075,57.02,1015.451,15.4,2.068,0
"2025-07-13 00:45:00",314,24.04,29.92,0.034,58.16,1015.584,5.132,2.217,0
"2025-07-13 01:00:00",315,24.07,29.88,0.029,59.01,1015.632,0.477,2.178,0
"2025-07-13 01:15:00",316,24.06,29.82,0.146,62.75,1015.879,-0.575,2.074,0
"2025-07-13 01:30:00",317,24.09,28.86,0.191,63.88,1016.186,-0.881,2.234,0
"2025-07-13 01:45:00",318,24.09,28.27,0.166,66.12,1016.339,-1.026,2.254,0
"2025-07-13 02:00:00",319,24.07,27.96,0.054,66.65,1016.494,-1.1,2.309,0
"2025-07-13 02:15:00",320,24.04,27.78,0.084,66.97,1016.629,-1.144,2.275,0
"2025-07-13 02:30:00",321,24.05,27.49,0.078,67.87,1016.682,-1.132,2.355,0
"2025-07-13 02:45:00",322,24.03,27.2,0.119,69.42,1016.722,-1.219,2.349,0
"2025-07-13 03:00:00",323,24.03,26.98,0.036,69.87,1016.536,-1.014,2.447,0
"2025-07-13 03:15:00",324,24.02,26.85,0.047,69.46,1016.551,-1.051,2.375,0
"2025-07-13 03:30:00",325,24.02,26.71,0.034,69.17,1016.389,-1.036,2.309,0
"2025-07-13 03:45:00",326,24.02,26.57,0.06,69.67,1016.351,-1.074,2.433,0
"2025-07-13 04:00:00",327,24,26.55,0.054,69.21,1016.327,-0.903,2.377,0
"2025-07-13 04:15:00",328,23.96,26.57,0.02,69.25,1016.401,-0.973,2.292,0
"2025-07-13 04:30:00",329,23.96,26.38,0.066,69.24,1016.439,-1.091,2.348,0
"2025-07-13 04:45:00",330,23.95,26.25,0.036,70.1,1016.221,-1.064,2.41,0
"2025-07-13 05:00:00",331,23.92,26.19,0.044,70.63,1016.016,-1.001,2.342,0
"2025-07-13 05:15:00",332,23.93,26.01,0.061,69.34,1016.301,-1.051,2.386,0
"2025-07-13 05:30:00",333,23.93,25.97,0.059,70.04,1016.251,-1.034,2.331,0
"2025-07-13 05:45:00",334,23.87,25.76,0.057,70.15,1016.251,-1.129,2.367,0
"2025-07-13 06:00:00",335,23.84,25.65,0.018,69.55,1016.211,-1.116,2.444,0
"2025-07-13 06:15:00",336,23.86,25.64,0.022,69.56,1016.219,-1.067,2.407,0
"2025-07-13 06:30:00",337,23.78,25.53,0.063,71.27,1016.351,-1.011,2.427,0
"2025-07-13 06:45:00",338,23.81,25.44,0.043,72.21,1016.382,-0.871,2.453,0
"2025-07-13 07:00:00",339,23.82,25.32,0.037,72.94,1016.591,-0.891,2.414,0
"2025-07-13 07:15:00",340,23.83,25.28,0.068,71.89,1016.636,-0.903,2.413,0
"2025-07-13 07:30:00",341,23.8,25.2,0.117,73.23,1016.801,-1.013,2.454,0
"2025-07-13 07:45:00",342,23.8,24.95,0.031,74.55,1017.057,-0.859,2.434,0
"2025-07-13 08:00:00",343,23.67,24.85,0.026,74.45,1017.051,-0.564,2.38,0
"2025-07-13 08:15:00",344,23.64,24.82,0.031,75.44,1017.139,-0.68,2.395,0
"2025-07-13 08:30:00",345,23.69,24.73,0.024,76.72,1017.126,-0.58,2.414,0
"2025-07-13 08:45:00",346,23.69,24.67,0.021,76.5,1017.057,-0.594,2.38,0
"2025-07-13 09:00:00",347,23.7,24.71,0.055,77.63,1017.059,-0.71,2.385,0
"2025-07-13 09:15:00",348,23.68,24.48,0.076,77.96,1017.041,-1.006,2.462,0
"2025-07-13 09:30:00",349,23.71,24.27,0.039,78.54,1017.194,-1.177,2.446,0
"2025-07-13 09:45:00",350,23.75,24.19,0.029,79.19,1017.437,-0.649,2.436,0
"2025-07-13 10:00:00",351,23.71,24.17,0.033,79.3,1017.579,0.331,2.363,0
"2025-07-13 10:15:00",352,23.69,24.09,0.022,78.64,1017.596,2.998,2.414,0
"2025-07-13 10:30:00",353,23.65,24.03,0.032,79.61,1017.636,10.69,2.349,0
"2025-07-13 10:45:00",354,23.55,24.01,0.02,79.48,1017.672,25.15,2.381,0
"2025-07-13 11:00:00",355,23.59,24.11,0.055,79.04,1017.817,61.06,2.166,0
"2025-07-13 11:15:00",356,23.58,24.13,0.023,78.9,1017.862,56.07,2.101,0
"2025-07-13 11:30:00",357,23.57,24.17,0.056,78.51,1017.992,138.6,1.905,0
"2025-07-13 11:45:00",358,23.62,24.48,0.077,77.34,1018.139,204.5,1.523,0
"2025-07-13 12:00:00",359,23.6,24.8,0.103,76.4,1018.174,252.5,1.467,0
"2025-07-13 12:15:00",360,23.56,25.02,0.142,75.36,1018.236,269.1,1.602,0
"2025-07-13 12:30:00",361,23.52,25.16,0.124,74.09,1018.251,332.9,1.622,0
"2025-07-13 12:45:00",362,23.54,25.61,0.063,72.92,1018.251,382.9,1.577,0
"2025-07-13 13:00:00",363,23.56,26.01,0.202,69.89,1018.312,410,1.572,0
"2025-07-13 13:15:00",364,23.52,26.03,0.182,71.2,1018.359,209,1.889,0
"2025-07-13 13:30:00",365,23.5,26.09,0.172,69.49,1018.362,413.8,1.814,0
"2025-07-13 13:45:00",366,23.47,26.82,0.33,66.31,1018.209,550.1,1.556,0
"2025-07-13 14:00:00",367,23.51,27.44,0.197,66.2,1018.051,597.1,1.576,0
"2025-07-13 14:15:00",368,23.51,27.45,0.333,61.33,1018.022,607.4,1.672,0
"2025-07-13 14:30:00",369,23.52,28.24,0.215,61.1,1018.059,664.6,1.536,0
"2025-07-13 14:45:00",370,23.55,28.3,0.096,61.86,1018.142,625.7,1.645,0
"2025-07-13 15:00:00",371,23.57,28.78,0.273,59.86,1018.004,760.3,1.541,0
"2025-07-13 15:15:00",372,23.58,29.06,0.175,59.66,1017.924,792.6,1.559,0
"2025-07-13 15:30:00",373,23.59,29.53,0.174,57.5,1017.929,779.8,1.564,0
"2025-07-13 15:45:00",374,23.58,29.91,0.199,57.8,1017.831,832,1.535,0
"2025-07-13 16:00:00",375,23.62,29.98,0.149,57.47,1017.751,851,1.581,0
"2025-07-13 16:15:00",376,23.65,30.79,0.192,55.25,1017.727,888,1.515,0
"2025-07-13 16:30:00",377,23.68,30.5,0.216,57.13,1017.651,810,1.622,0
"2025-07-13 16:45:00",378,23.69,30.8,0.156,55.55,1017.616,949,1.568,0
"2025-07-13 17:00:00",379,23.7,31.15,0.17,55.5,1017.451,888,1.541,0
"2025-07-13 17:15:00",380,23.72,31.07,0.254,55.62,1017.404,624.8,1.664,0
"2025-07-13 17:30:00",381,23.72,31.18,0.104,54.25,1017.182,543.4,1.696,0
"2025-07-13 17:45:00",382,23.72,30.66,0.3,56.34,1017.064,479,1.802,0
"2025-07-13 18:00:00",383,23.74,31.15,0.172,54.25,1016.899,561.8,1.709,0
"2025-07-13 18:15:00",384,23.77,31.64,0.318,52.24,1016.651,1031,1.708,0
"2025-07-13 18:30:00",385,23.79,31.59,0.295,54.85,1016.589,361.2,1.764,0
"2025-07-13 18:45:00",386,23.77,31.33,0.116,53.91,1016.481,722.8,1.701,0
"2025-07-13 19:00:00",387,23.8,30.84,0.26,55.53,1016.382,210.7,1.89,0
"2025-07-13 19:15:00",388,23.81,30.59,0.208,60.85,1016.424,127.1,1.897,0
"2025-07-13 19:30:00",389,23.88,27.38,1.044,79.51,1016.794,285,2.561,1
"2025-07-13 19:45:00",390,23.89,27.23,0.528,77.36,1016.649,747.9,1.898,0
"2025-07-13 20:00:00",391,23.85,27.87,0.273,78.46,1016.872,378.2,2.006,0
"2025-07-13 20:15:00",392,23.79,27.49,0.079,75.93,1016.787,335.3,2.086,0
"2025-07-13 20:30:00",393,23.83,27.89,0.132,72.27,1016.524,480.5,1.876,0
"2025-07-13 20:45:00",394,23.84,28.71,0.337,68.55,1016.207,614,1.857,0
"2025-07-13 21:00:00",395,23.89,30.17,0.289,57.05,1016.051,439.3,1.752,0
"2025-07-13 21:15:00",396,23.87,30.61,0.126,57.84,1015.942,200.6,1.878,0
"2025-07-13 21:30:00",397,23.86,30.25,0.063,56.78,1015.857,311.1,1.922,0
"2025-07-13 21:45:00",398,23.87,30.36,0.107,56.91,1015.669,162.2,1.811,0
"2025-07-13 22:00:00",399,23.86,29.14,0.797,66.14,1015.697,159.9,2.172,0
"2025-07-13 22:15:00",400,23.86,27.67,0.103,66.84,1015.981,341.4,2.093,0
"2025-07-13 22:30:00",401,23.88,28.39,0.283,62.84,1016.017,507.3,1.738,0
"2025-07-13 22:45:00",402,23.88,29.25,0.176,60.77,1015.851,415.4,1.767,0
"2025-07-13 23:00:00",403,23.87,29.51,0.087,62.1,1015.756,330.3,1.717,0
"2025-07-13 23:15:00",404,23.89,28.8,0.255,65.32,1015.739,264,1.825,0
"2025-07-13 23:30:00",405,23.88,28.37,0.295,69.14,1015.894,215.4,1.952,0
"2025-07-13 23:45:00",406,23.88,27.55,0.205,70.98,1015.899,160.5,2.037,0
"2025-07-14 00:00:00",407,23.91,27.63,0.037,72.87,1016.004,79.76,2.009,0
"2025-07-14 00:15:00",408,23.87,27.39,0.103,75.18,1016.132,29.02,2.332,0
"2025-07-14 00:30:00",409,23.87,27.15,0.051,75.54,1016.151,17.31,2.36,0
"2025-07-14 00:45:00",410,23.85,26.92,0.069,75.62,1016.271,8.65,2.364,0
"2025-07-14 01:00:00",411,23.79,26.71,0.065,77.92,1016.351,1.775,2.322,0
"2025-07-14 01:15:00",412,23.84,26.56,0.044,78.55,1016.351,-1.029,2.399,0
"2025-07-14 01:30:00",413,23.87,26.47,0.028,78.61,1016.412,-1.379,2.22,0
"2025-07-14 01:45:00",414,23.92,26.4,0.036,78.94,1016.676,-1.319,2.216,0
"2025-07-14 02:00:00",415,23.94,26.45,0.051,80,1016.934,-1.445,2.207,0
"2025-07-14 02:15:00",416,23.91,26.17,0.066,79.46,1017.147,-1.62,2.205,0
"2025-07-14 02:30:00",417,23.89,26.2,0.058,79.06,1017.224,-1.462,2.146,0
"2025-07-14 02:45:00",418,23.92,26.24,0.022,79.64,1017.227,-1.492,2.189,0
"2025-07-14 03:00:00",419,23.85,26.14,0.027,80.2,1017.247,-1.516,2.271,0
"2025-07-14 03:15:00",420,23.85,25.9,0.126,81.8,1017.326,-1.771,2.287,0
"2025-07-14 03:30:00",421,23.88,25.61,0.027,82.5,1017.279,-1.777,2.276,0
"2025-07-14 03:45:00",422,23.87,25.48,0.049,83.6,1017.376,-1.926,2.227,0
"2025-07-14 04:00:00",423,23.87,25.28,0.042,84.5,1017.349,-1.926,2.139,0
"2025-07-14 04:15:00",424,23.84,25.1,0.063,85.3,1017.251,-2.109,2.195,0
"2025-07-14 04:30:00",425,23.84,25.04,0.043,84.8,1017.152,-2.034,2.198,0
"2025-07-14 04:45:00",426,23.85,24.91,0.052,85.8,1017.159,-2.016,2.233,0
"2025-07-14 05:00:00",427,23.83,24.93,0.097,86.4,1017.291,-2.148,2.169,0
"2025-07-14 05:15:00",428,23.87,24.88,0.034,85.8,1017.226,-2.16,2.24,0
"2025-07-14 05:30:00",429,23.88,24.95,0.019,85.4,1017.151,-2.077,2.267,0
"2025-07-14 05:45:00",430,23.87,24.88,0.066,85.4,1017.081,-2.078,2.231,0
"2025-07-14 06:00:00",431,23.82,24.77,0.021,85,1016.961,-2.023,2.254,0
"2025-07-14 06:15:00",432,23.84,24.78,0.039,85,1016.969,-1.94,2.253,0
"2025-07-14 06:30:00",433,23.8,24.75,0.04,85.2,1017.051,-1.849,2.266,0
"2025-07-14 06:45:00",434,23.81,24.77,0.045,85.2,1017.046,-1.886,2.282,0
"2025-07-14 07:00:00",435,23.79,24.7,0.073,86.7,1016.932,-2.156,2.269,0
"2025-07-14 07:15:00",436,23.8,24.32,0.086,87,1016.769,-2.278,2.264,0
"2025-07-14 07:30:00",437,23.75,24.17,0.044,87.5,1016.707,-2.278,2.246,0
"2025-07-14 07:45:00",438,23.76,24.03,0.026,88.6,1016.751,-2.347,2.269,0
"2025-07-14 08:00:00",439,23.75,23.91,0.043,88.7,1016.846,-2.31,2.283,0
"2025-07-14 08:15:00",440,23.77,23.9,0.048,88.4,1016.887,-2.121,2.264,0
"2025-07-14 08:30:00",441,23.69,23.91,0.029,88.5,1016.994,-2.177,2.261,0
"2025-07-14 08:45:00",442,23.72,23.88,0.019,87.8,1016.979,-1.838,2.255,0
"2025-07-14 09:00:00",443,23.7,23.93,0.051,87.4,1017.056,-1.889,2.249,0
"2025-07-14 09:15:00",444,23.69,23.87,0.018,87.3,1017.162,-1.968,2.283,0
"2025-07-14 09:30:00",445,23.65,23.77,0.035,88.1,1017.251,-1.746,2.281,0
"2025-07-14 09:45:00",446,23.61,23.83,0.035,87.6,1017.267,-1.387,2.234,0
"2025-07-14 10:00:00",447,23.64,23.76,0.022,88.8,1017.447,-1.622,2.386,0
"2025-07-14 10:15:00",448,23.8,23.58,0.138,90.9,1017.629,-1.402,2.368,0.7
"2025-07-14 10:30:00",449,23.83,23.23,0.032,93.1,1017.621,0.808,2.415,0.4
"2025-07-14 10:45:00",450,23.82,23.16,0.064,92.4,1017.686,1.365,2.244,0.1
"2025-07-14 11:00:00",451,23.77,23.16,0.037,92.1,1017.707,5.721,2.307,0
"2025-07-14 11:15:00",452,23.77,23.24,0.047,91.3,1017.691,25.11,2.226,0
"2025-07-14 11:30:00",453,23.77,23.35,0.019,91.4,1017.809,47.1,2.25,0
"2025-07-14 11:45:00",454,23.73,23.35,0.124,90.1,1017.896,173.3,2.146,0
"2025-07-14 12:00:00",455,23.67,23.73,0.066,88.5,1017.909,138.8,2.025,0
"2025-07-14 12:15:00",456,23.61,23.62,0.038,87,1018.007,99.1,2.222,0
"2025-07-14 12:30:00",457,23.57,23.74,0.109,87.3,1017.979,111.3,2.176,0
"2025-07-14 12:45:00",458,23.49,24.01,0.147,85.4,1018.051,137.3,2.109,0
"2025-07-14 13:00:00",459,23.49,24.18,0.029,85.6,1018.111,139.2,2.073,0
"2025-07-14 13:15:00",460,23.61,24.24,0.029,86,1018.044,149.1,2.073,0
"2025-07-14 13:30:00",461,23.74,24.29,0.058,85.8,1018.112,173.8,2.016,0
"2025-07-14 13:45:00",462,23.82,24.3,0.051,86.8,1018.246,162.8,2.007,0
"2025-07-14 14:00:00",463,23.9,24.34,0.063,87,1018.361,126.5,2.083,0
"2025-07-14 14:15:00",464,23.91,24.46,0.041,86.4,1018.382,121.7,2.123,0
"2025-07-14 14:30:00",465,23.9,24.64,0.028,85.7,1018.474,121.6,2.023,0
